UID;Name;Position;Age;Height;Weight;Inf;Club;Division;Nat;2nd Nat;Home-Grown Status;Personality;Media Handling;Wage;Transfer Value;Asking Price;Preferred Foot;Yel;xG;Starts;Red;PoM;Pen/R;Pens S;Pens Saved Ratio;Pens Saved;Pens Faced;Pens;Mins;Gls/90;Conc;Gls;Fls;FA;xG/90;xG-OP;xA/90;xA;Con/90;Clean Sheets;Av Rat;Mins/Gl;Ast;Hdrs A;Apps;Tck/90;Tck W;Tck A;Tck R;Shot/90;Shot %;ShT/90;ShT;Shots Outside Box/90;Shts Blckd/90;Shts Blckd;Shots;Svt;Svp;Svh;Sv %;Pr passes/90;Pr Passes;Pres C/90;Pres C;Pres A/90;Pres A;Poss Won/90;Poss Lost/90;Ps C/90;Ps C;Ps A/90;Pas A;Pas %;OP-KP/90;OP-KP;OP-Crs C/90;OP-Crs C;OP-Crs A/90;OP-Crs A;OP-Cr %;Off;Gl Mst;K Tck/90;K Tck;K Ps/90;K Pas;K Hdrs/90;Int/90;Itc;Sprints/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Goals Outside Box;xSv %;xGP/90;xGP;Drb/90;Drb;Dist/90;Distance;Cr C/90;Cr C;Crs A/90;Cr A;Cr C/A;Conv %;Clr/90;Clear;CCC;Ch C/90;Blk/90;Blk;Asts/90;Aer A/90
29188714;Emile Acquah;ST (C);25;191 cm;100 kg;;Dundee;William Hill Premiership;ENG;;Trained in nation (15-21);;Scouting Required;€2,200 p/m;€14K - €150K;;Right;0;3,54;6;0;0;100%;1;;;;1;1011;0.53;;6;7;21;0,32;2,46;0,03;0,34;;;6,77;0.00;1;128;6 (24);0.98;11;13;85%;1.78;50%;0.89;10;0.36;0.00;0;20;;;;;1,07;12;2,14;24;7,21;81;0,62;23,41;22,17;249;25,1;282;88%;1,16;13;0.18;2;0.71;8;67%;5;0;0,0;0;1.16;13;0,0;0.98;11;5,61;50%;5.70;64;5.70;1;;;;0.98;11;0.0km;122.2km;0.18;2;0.71;8;25%;30%;0,36;4;2;0.54;;0;0.09;11.39
29083920;Drey Wright;WB (R), M (RL), AM (RLC);31;178 cm;66 kg;;Dundee;William Hill Premiership;ENG;;Trained in nation (15-21);;Scouting Required;€2,800 p/m;€0 - €80K;;Right;0;2,75;4;0;0;;0;;;;0;778;0.12;;1;6;11;0,32;-1,75;0,09;0,75;;;6,74;0.00;1;39;4 (29);2.66;23;24;96%;2.31;15%;0.35;3;0.46;0.00;0;20;;;;;2,43;21;3,24;28;12,38;107;2,78;16,77;29,96;259;34,7;300;86%;0,81;7;0.23;2;3.24;28;10%;3;0;0,0;0;0.81;7;0,0;1.50;13;13,07;18%;0.81;7;3.70;0;;;;2.08;18;0.0km;107.7km;0.23;2;3.24;28;7%;5%;0,35;3;2;0.33;0.23;2;0.12;4.51
29087366;Paul Digby;D (C), DM, M (C);31;196 cm;86 kg;;Dundee;William Hill Premiership;ENG;;Trained in nation (15-21);;Scouting Required;€2,200 p/m;€0 - €40K;;Right;1;1,33;4;0;0;;0;;;;0;998;;;0;10;8;0,12;-1,33;0,13;1,42;;;6,59;;1;64;4 (30);2.25;25;29;86%;0.54;33%;0.18;2;0.09;0.00;0;6;;;;;3,34;37;2,62;29;10,82;120;8,21;7,85;42,84;475;49,24;546;87%;0,72;8;0.09;1;0.54;6;17%;0;0;0,0;0;0.72;8;0,36;1.62;18;10,28;69%;3.97;44;1.80;0;;;;0.90;10;0.0km;143.5km;0.09;1;0.54;6;16%;;0,99;11;0;;0.36;4;0.09;5.77
2000016719;Cameron Congreve;AM (RLC);22;180 cm;75 kg;Int;Dundee;William Hill Premiership;WAL;;Trained in nation (0-21);;Scouting Required;€14,500 p/m;€50K - €500K;;Left;0;3,55;13;0;2;100%;2;;;;2;1150;0.39;;5;8;19;0,28;1,45;0,07;0,95;;;6,91;0.00;0;92;13 (10);2.11;27;31;87%;1.80;39%;0.70;9;0.31;0.00;0;23;;;;;2,03;26;2,97;38;11,58;148;3,6;20,27;30,05;384;35,06;448;86%;1,33;17;0.63;8;3.91;50;86%;7;0;0,0;0;3.13;40;0,0;1.57;20;12,29;45%;3.21;41;3.99;1;;;;2.90;37;0.0km;159.7km;0.63;8;3.91;50;16%;22%;1,02;13;2;0.17;0.16;2;;7.20
61093553;Finlay Robertson;DM, M (C);23;171 cm;70 kg;;Dundee;William Hill Premiership;SCO;;;;Scouting Required;€4,700 p/m;€240K - €750K;;Right;7;4,35;39;1;2;;0;;;;0;2810;0.06;;2;37;22;0,14;-2,35;0,33;10,15;;;6,8;0.00;7;112;39 (2);1.95;61;88;69%;1.15;22%;0.26;8;0.32;0.29;9;36;;;;;3,81;119;2,88;90;10,44;326;14,64;8,23;42,21;1318;48,56;1516;87%;1,12;35;0.06;2;0.29;9;22%;2;0;0,16;5;1.12;35;0,13;1.95;61;10,44;39%;1.41;44;2.18;0;;;;0.51;16;0.0km;382.8km;0.26;8;1.22;38;22%;6%;0,96;30;11;1.05;0.45;14;0.22;3.59
28122173;Ryan Astley;D (C);24;183 cm;70 kg;;Dundee;William Hill Premiership;WAL;;Trained in nation (15-21);;Scouting Required;€9,250 p/m;€140K - €450K;;Right;2;1,84;18;1;1;;0;;;;0;1656;0.05;;1;8;6;0,1;-0,84;0,03;0,59;;;6,63;0.00;0;120;18 (3);1.47;27;41;66%;0.76;14%;0.11;2;0.22;1.30;24;14;;;;;3,48;64;1,74;32;4,18;77;12,61;3,8;46,9;863;54,08;995;87%;0,43;8;0.05;1;0.33;6;20%;1;0;0,54;10;0.43;8;0,71;1.36;25;4,95;73%;4.73;87;1.79;0;;;;0.11;2;0.0km;199.5km;0.05;1;0.33;6;16%;7%;1,85;34;2;0.34;0.43;8;;6.52
29236486;Imari Samuels;D/WB (RL);23;187 cm;73 kg;;Dundee;William Hill Premiership;ENG;;Trained in nation (15-21);;Scouting Required;€3,600 p/m;€85K - €850K;;Left;5;0,57;32;0;1;;0;;;;0;2725;;;0;26;36;0,02;-0,57;0,07;2,13;;;6,67;;1;135;32 (3);2.71;82;96;85%;0.17;20%;0.03;1;0.03;0.17;5;5;;;;;5,25;159;2,34;71;8,55;259;10,11;16,41;37,42;1133;44,59;1350;84%;0,92;28;0.20;6;2.25;68;27%;1;0;0,23;7;0.92;28;0,46;2.54;77;15,42;56%;2.51;76;1.95;0;;;;1.12;34;0.0km;386.4km;0.59;18;4.72;143;8%;;1,32;40;2;0.30;0.76;23;0.03;4.46
28127159;Billy Koumetio;D (LC);23;195 cm;79 kg;Wnt;Dundee;William Hill Premiership;CMR;FRA;Trained in nation (15-21);;Scouting Required;€10,500 p/m;€55K - €550K;;Left Only;9;1,14;34;0;3;;0;;;;0;3107;;;0;31;13;0,03;-1,14;0,08;2,62;;;7,06;;5;287;34 (2);1.51;52;63;83%;0.35;25%;0.09;3;0.09;0.49;17;12;;;;;3,56;123;1,27;44;3,45;119;17,29;3,27;51,65;1783;56,08;1936;92%;0,43;15;0.00;0;0.03;1;0%;3;0;0,32;11;0.43;15;1,25;1.54;53;5,59;79%;6.60;228;1.71;0;;;;0.17;6;0.0km;392.1km;0.00;0;0.03;1;;;1,3;45;2;0.07;0.49;17;0.14;8.31
29236341;Aaron Donnelly;D (LC);22;185 cm;80 kg;Int;Dundee;William Hill Premiership;NIR;;Trained in nation (15-21);;Scouting Required;€2,200 p/m;€110K - €350K;;Left;2;1,25;19;1;1;;0;;;;0;1707;;;0;11;11;0,07;-1,25;0,03;0,58;;;6,59;;0;101;19 (7);2.06;39;52;75%;0.21;50%;0.11;2;0.11;0.37;7;4;;;;;4,64;88;2,06;39;5,38;102;13,6;9,44;44,55;845;51,51;977;86%;0,63;12;0.53;10;1.58;30;70%;0;0;0,37;7;0.63;12;0,16;2.48;47;9,91;67%;3.59;68;1.74;0;;;;0.53;10;0.0km;214.7km;0.53;10;1.58;30;33%;;1,48;28;0;;0.90;17;;5.33
22055703;Plamen Galabov;D (RC);30;191 cm;79 kg;;Dundee;William Hill Premiership;BUL;;;;Scouting Required;€3,800 p/m;€14K - €150K;;Right Only;1;2,66;30;1;0;;0;;;;0;2802;;;0;21;14;0,09;-2,66;0,09;2,78;;;6,79;;2;227;30 (5);1.51;47;63;75%;0.71;18%;0.13;4;0.22;0.87;27;22;;;;;3,5;109;1,64;51;3,95;123;14,9;4,14;47,44;1477;55,37;1724;86%;0,45;14;0.06;2;0.51;16;41%;3;0;0,29;9;0.45;14;1,0;1.32;41;6,01;61%;4.43;138;2.86;0;;;;0.13;4;0.0km;348.2km;0.06;2;0.51;16;12%;;1,41;44;4;0.32;0.35;11;0.06;7.29
28104394;Ethan Hamilton;DM, M/AM (C);27;187 cm;75 kg;;Dundee;William Hill Premiership;SCO;;Trained at club (0-21);;Scouting Required;€3,000 p/m;€75K - €750K;;Left;7;3,52;38;0;1;;0;;;;0;3240;0.08;;3;54;17;0,1;-0,52;0,2;7,21;;;6,96;0.00;10;198;38 (3);2.17;78;104;75%;1.00;33%;0.33;12;0.22;0.08;3;36;;;;;4,03;145;3,08;111;10,33;372;9,47;12,0;41,33;1488;46,86;1687;88%;1,22;44;0.11;4;0.92;33;20%;3;0;0,0;0;1.22;44;0,67;1.00;36;9,47;60%;3.28;118;2.22;1;;;;0.86;31;0.0km;437.2km;0.47;17;3.78;136;12%;8%;1,06;38;9;0.90;0.19;7;0.28;5.50
61088404;Charlie Reilly;M (RLC), AM (RL);24;181 cm;74 kg;;Dundee;William Hill Premiership;SCO;;;;Scouting Required;€3,100 p/m;€20K - €200K;;Left;0;3,56;9;0;0;0%;0;;;;1;1295;0.21;;3;23;14;0,25;-0,56;0,06;0,85;;;6,75;0.00;1;90;9 (27);1.95;28;31;90%;1.74;36%;0.63;9;0.42;0.00;0;25;;;;;2,15;31;3,06;44;11,81;170;4,17;20,85;29,88;430;35,1;505;85%;1,25;18;0.49;7;2.50;36;33%;2;0;0,0;0;1.25;18;0,07;1.32;19;12,09;48%;2.99;43;3.27;0;;;;1.74;25;0.0km;187.3km;0.49;7;2.50;36;19%;12%;0,56;8;2;0.18;0.28;4;0.07;6.25
292380021;Ethan Ingram;D/WB (R);23;185 cm;76 kg;;Dundee;William Hill Premiership;ENG;;Trained in nation (15-21);;Scouting Required;€3,000 p/m;€150K - €475K;;Right;3;7,83;41;0;3;;0;;;;0;3545;0.08;;3;31;40;0,2;-4,83;0,05;2,09;;;6,85;0.00;1;211;41 (1);2.23;88;111;79%;1.29;10%;0.13;5;0.33;0.30;12;51;;;;;5,61;221;2,36;93;8,28;326;8,83;16,07;39,63;1561;47,02;1852;84%;1,02;40;0.48;19;3.10;122;29%;3;0;0,18;7;1.02;40;0,51;2.36;93;15,41;69%;3.71;146;1.65;1;;;;1.29;51;0.0km;485.3km;0.48;19;3.10;122;15%;6%;1,55;61;3;0.09;0.58;23;0.03;5.36
29161548;Max Watters;ST (C);27;185 cm;80 kg;;Dundee United;William Hill Premiership;ENG;;Trained in nation (15-21);;Scouting Required;€13,000 p/m;€60K - €600K;;Right;1;9,01;36;0;1;100%;1;;;;1;3274;0.36;;13;48;72;0,25;3,99;0,09;3,4;;;6,69;0.00;2;357;36 (9);1.10;40;55;73%;2.39;56%;1.35;49;0.55;0.00;0;87;;;;;0,74;27;1,65;60;6,87;250;2,06;20,01;19,0;691;22,29;811;85%;0,52;19;0.22;8;0.80;29;114%;30;0;0,0;0;0.52;19;0,14;0.60;22;6,65;32%;3.11;113;6.71;1;;;;0.58;21;0.0km;423.4km;0.22;8;0.80;29;27%;15%;0,47;17;7;0.68;0.11;4;0.05;9.81
71099088;Yevhen Kucherenko;GK;26;192 cm;84 kg;;Dundee United;William Hill Premiership;UKR;;;;Scouting Required;€2,300 p/m;€0 - €100K;;Left Only;0;0,0;9;0;2;;0;0%;0;2;0;1003;;14;0;0;4;0,0;0,0;0,0;0,0;1.26;4;6,62;;0;;9 (4);0.00;0;2;0%;;;;;;;;0;8;22;9;-3%;0,0;0;0,0;0;0,0;0;2,69;9,42;13,64;152;21,89;244;62%;0,0;0;;;;;;0;1;0,0;0;0.18;2;0,0;;0;0,0;;;;;;-695%;0.19;2.09;;0;0.0km;62.0km;;;;;;;7,18;;0;;;;;
61043739;Barrie McKay;M (L), AM (RLC);31;173 cm;68 kg;;Dundee United;William Hill Premiership;SCO;;;;Scouting Required;€20,000 p/m;Not for Sale;;Right;0;1,89;20;0;0;;0;;;;0;1917;0.05;;1;10;31;0,09;-0,89;0,23;4,91;;;6,76;0.00;2;114;20 (16);2.39;51;61;84%;0.89;26%;0.23;5;0.33;0.00;0;19;;;;;3,9;83;3,38;72;11,08;236;4,23;13,85;26,62;567;32,39;690;82%;1,17;25;0.61;13;3.38;72;39%;3;0;0,05;1;1.17;25;0,0;1.55;33;13,05;18%;0.94;20;4.41;0;;;;2.86;61;0.0km;266.0km;0.61;13;3.38;72;18%;5%;1,41;30;6;0.33;0.56;12;0.09;5.35
27111969;Julius Eskesen;M (RC);27;175 cm;68 kg;;Dundee United;William Hill Premiership;DEN;;;;Scouting Required;€18,000 p/m;€350K - €1.1M;;Right;3;5,54;37;0;4;0%;0;;;;1;3428;0.08;;3;50;38;0,15;-2,54;0,31;11,86;;;6,97;0.00;12;164;37 (8);1.79;68;86;79%;1.00;42%;0.42;16;0.45;0.00;0;38;;;;;3,54;135;3,05;116;13,6;518;6,85;14,81;28,33;1079;33,87;1290;84%;1,37;52;0.60;23;5.96;227;32%;6;0;0,0;0;1.68;64;0,0;2.55;97;18,19;23%;0.97;37;3.33;0;;;;1.92;73;0.0km;457.8km;0.63;24;7.01;267;10%;8%;0,87;33;14;0.98;0.42;16;0.32;4.31
28068193;Kieran O'Hara;GK;30;191 cm;78 kg;;Dundee United;William Hill Premiership;IRL;ENG;Trained at club (0-21);;Scouting Required;€22,500 p/m;€75K - €230K;;Right;1;0,0;38;0;3;;0;0%;0;3;0;3275;;42;0;1;13;0,0;0,0;0,0;0,0;1.15;10;6,74;;0;;38;0.00;0;3;0%;;;;;;;;0;26;62;25;-1%;0,0;0;0,0;0;0,0;0;4,81;8,0;15,86;577;27,01;983;59%;0,0;0;;;;;;0;1;0,0;0;;0;0,0;;0;0,0;;;;;;-758%;0.24;8.75;;0;0.0km;205.0km;;;;;;;7,01;;0;;;;;
24061274;Vicko Ševelj;D (RC), WB (R);25;183 cm;76 kg;;Dundee United;William Hill Premiership;CRO;;;;Scouting Required;€17,000 p/m;€60K - €600K;;Right;5;7,51;35;0;1;;0;;;;0;3207;0.11;;4;55;33;0,21;-3,51;0,07;2,32;;;6,77;0.00;5;147;35 (4);2.58;92;119;77%;1.68;22%;0.36;13;0.36;0.45;16;60;;;;;4,55;162;2,72;97;8,08;288;11,96;11,39;42,91;1529;47,4;1689;91%;1,01;36;0.39;14;2.36;84;33%;3;0;0,17;6;1.09;39;0,39;2.44;87;13,47;61%;2.53;90;1.60;1;;;;0.87;31;0.0km;443.3km;0.59;21;3.87;138;16%;7%;1,43;51;3;0.10;0.51;18;0.14;4.13
61055967;Ricki Lamie;D (LC), WB (L);32;188 cm;83 kg;;Dundee United;William Hill Premiership;SCO;;;;Scouting Required;€4,800 p/m;€9K - €90K;;Left;3;2,04;35;0;2;;0;;;;0;3182;0.03;;1;40;24;0,06;-1,04;0,03;1,15;;;6,83;0.00;1;241;35 (5);2.04;72;91;79%;0.37;31%;0.11;4;0.06;0.88;31;13;;;;;5,46;193;1,41;50;6,45;228;11,06;11,6;42,6;1506;50,43;1783;84%;0,65;23;0.20;7;1.02;36;71%;1;0;0,2;7;0.65;23;0,62;2.09;74;10,92;70%;4.75;168;2.06;0;;;;0.68;24;0.0km;409.8km;0.20;7;1.02;36;19%;8%;1,39;49;1;0.04;0.99;35;0.03;6.82
2000013776;Richard Odada;DM, M (C);25;190 cm;82 kg;;Dundee United;William Hill Premiership;KEN;SRB;;;Scouting Required;€4,300 p/m;€0;;Right;7;1,33;18;0;0;;0;;;;0;2167;0.12;;3;29;12;0,06;1,67;0,07;1,65;;;6,76;0.00;1;121;18 (20);1.83;44;58;76%;0.50;33%;0.17;4;0.12;0.04;1;12;;;;;4,15;100;2,87;69;11,21;270;9,01;16,53;40,04;964;45,06;1085;89%;1,37;33;0.17;4;1.08;26;30%;2;0;0,0;0;1.37;33;0,33;1.54;37;8,68;60%;2.99;72;2.04;0;;;;0.87;21;0.0km;292.7km;0.17;4;1.08;26;15%;25%;0,71;17;2;0.11;0.29;7;0.04;5.03
61041904;Craig Sibbald;DM, M (C);31;178 cm;70 kg;;Dundee United;William Hill Premiership;SCO;;;;Scouting Required;€5,500 p/m;Not for Sale;;Left;4;2,31;42;0;1;;0;;;;0;2919;0.03;;1;21;16;0,07;-1,31;0,29;9,41;;;6,77;0.00;7;112;42 (4);2.19;71;88;81%;0.43;36%;0.15;5;0.06;0.00;0;14;;;;;3,21;104;2,96;96;11,44;371;12,06;13,17;38,73;1256;44,65;1448;87%;1,05;34;0.15;5;0.89;29;21%;3;0;0,03;1;1.14;37;0,09;1.42;46;10,08;40%;1.39;45;2.07;0;;;;0.74;24;0.0km;406.9km;0.18;6;0.99;32;17%;7%;0,83;27;18;1.85;0.43;14;0.22;3.45
61089569;Adam Devine;D/WB (RL);23;176 cm;69 kg;;Dundee United;William Hill Premiership;SCO;;;;Scouting Required;€8,000 p/m;€180K - €550K;;Right;3;0,14;16;0;0;;0;;;;0;1681;;;0;20;20;0,01;-0,14;0,05;0,92;;;6,72;;2;67;16 (12);3.43;64;78;82%;0.11;0%;0.00;0;0.05;0.86;16;2;;;;;6,42;120;2,62;49;7,71;144;11,14;11,56;40,1;749;47,92;895;84%;1,07;20;0.27;5;3.16;59;20%;4;0;0,27;5;1.07;20;0,43;2.09;39;12,8;54%;1.93;36;1.66;0;;;;1.12;21;0.0km;232.1km;0.27;5;3.16;59;8%;;1,5;28;4;0.45;0.75;14;0.11;3.59
93122994;Nikolaj Möller;ST (C);23;194 cm;85 kg;;Dundee United;William Hill Premiership;SWE;DEN;;;Scouting Required;€5,000 p/m;€90K - €900K;;Right;1;8,76;38;0;0;;0;;;;0;3273;0.38;;14;35;62;0,24;5,24;0,09;3,1;;;6,71;0.00;1;352;38 (8);1.15;42;56;75%;2.36;43%;1.02;37;0.60;0.00;0;86;;;;;0,85;31;1,62;59;6,74;245;2,31;20,05;18,86;686;22,27;810;85%;0,63;23;0.11;4;0.49;18;24%;15;0;0,0;0;0.63;23;0,14;0.69;25;5,47;38%;3.68;134;5.99;1;;;;0.60;22;0.0km;396.5km;0.11;4;0.49;18;22%;16%;0,6;22;2;0.07;0.16;6;0.03;9.68
28090338;Ryan Strain;D/WB (R);29;181 cm;76 kg;Wnt;Dundee United;William Hill Premiership;AUS;ENG;Trained in nation (15-21);;Scouting Required;€7,000 p/m;€210K - €2.1M;;Right;0;4,35;14;0;0;0%;0;;;;1;1213;;;0;14;20;0,32;-4,35;0,16;2,11;;;6,86;;2;62;14 (3);2.37;32;44;73%;1.71;35%;0.59;8;0.15;0.52;7;23;;;;;5,71;77;2,08;28;9,05;122;11,8;11,57;39,4;531;44,0;593;90%;0,3;4;0.07;1;2.37;32;29%;1;0;0,0;0;0.30;4;0,0;1.63;22;18,03;66%;3.04;41;1.56;0;;;;1.48;20;0.0km;169.3km;1.19;16;8.68;117;3%;;1,34;18;2;0.38;1.19;16;0.15;4.60
37059627;Bert Esselink;D (C);26;191 cm;78 kg;;Dundee United;William Hill Premiership;NED;;;;Scouting Required;€2,700 p/m;€3K - €28K;;Right;1;3,69;32;0;0;;0;;;;0;2605;0.03;;1;11;9;0,13;-2,69;0,02;0,49;;;6,68;0.00;0;279;32 (4);0.83;24;30;80%;1.04;10%;0.10;3;0.41;0.86;25;30;;;;;3,01;87;0,97;28;2,97;86;11,99;4,42;44,08;1276;51,62;1494;85%;0,17;5;0.03;1;0.07;2;100%;3;0;0,17;5;0.17;5;1,31;1.24;36;5,25;76%;7.29;211;2.35;1;;;;0.17;5;0.0km;318.3km;0.03;1;0.07;2;50%;3%;1,73;50;1;0.04;0.59;17;;9.64
28019658;Angus MacDonald;D (C);33;191 cm;70 kg;;Dundee United;William Hill Premiership;ENG;SCO;Trained in nation (15-21);;Scouting Required;€12,000 p/m;€0 - €6K;;Right;2;0,12;5;0;0;;0;;;;0;631;;;0;8;0;0,02;-0,12;0,01;0,06;;;6,5;;0;48;5 (8);0.86;6;9;67%;0.71;40%;0.29;2;0.29;0.57;4;5;;;;;4,71;33;1,43;10;3,85;27;13,55;4,14;49,92;350;57,05;400;88%;0,29;2;0.00;0;0.29;2;0%;0;0;0,14;1;0.29;2;0,71;1.14;8;5,42;77%;5.28;37;1.57;0;;;;;0;0.0km;77.2km;0.00;0;0.29;2;;;1,14;8;0;;0.43;3;;6.85
90024677;Panutche Camará;M (C), ST (C);29;185 cm;70 kg;Inj;Dundee United;William Hill Premiership;GNB;POR;;;Scouting Required;€4,100 p/m;€55K - €170K;;Right Only;0;3,05;6;0;0;;0;;;;0;1372;0.13;;2;13;24;0,2;-1,05;0,18;2,74;;;6,59;0.00;1;143;6 (35);1.64;25;31;81%;2.03;45%;0.92;14;0.66;0.00;0;31;;;;;2,16;33;2,1;32;9,38;143;7,22;20,34;29,58;451;33,98;518;87%;0,66;10;0.13;2;0.52;8;29%;6;0;0,0;0;0.66;10;0,13;0.85;13;8,0;53%;4.99;76;4.40;0;;;;1.05;16;0.0km;182.1km;0.13;2;0.52;8;25%;6%;0,46;7;6;2.23;0.13;2;0.07;9.38
71042301;Vitaliy Buialskyi;M/AM (C);33;175 cm;68 kg;;Dynamo Kyiv;VBet Liha;UKR;;;;Scouting Required;€75,500 p/m;€1.2M - €2.7M;;Right;1;7,71;37;1;1;100%;1;;;;1;3296;0.08;;3;27;42;0,21;-4,71;0,11;4,15;;;7,13;0.00;6;100;37 (1);1.72;63;86;73%;1.64;42%;0.68;25;0.14;0.00;0;60;;;;;1,04;38;1,56;57;5,27;193;5,22;9,99;19,14;701;24,58;900;78%;0,68;25;0.00;0;0.46;17;0%;1;0;0,03;1;0.68;25;0,05;0.49;18;6,8;21%;0.57;21;2.16;0;;;;0.33;12;0.0km;228.1km;0.00;0;0.46;17;;5%;0,33;12;3;0.17;0.05;2;0.16;2.73
71086742;Oleksandr Pikhalionok;DM, M (C);29;179 cm;71 kg;;Dynamo Kyiv;VBet Liha;UKR;;;Ambitious;Media-friendly;€30,000 p/m;€750K - €9.2M;;Left;0;3,23;39;0;0;;0;;;;0;3510;0.05;;2;30;26;0,08;-1,23;0,14;5,45;;;7,04;0.00;7;60;39;1.95;76;96;79%;0.69;15%;0.10;4;0.00;0.08;3;27;;;;;2,41;94;1,23;48;4,49;175;5,0;3,38;29,82;1163;35,31;1377;84%;0,56;22;0.03;1;0.10;4;50%;1;0;0,03;1;0.69;27;0,03;0.64;25;5,69;58%;0.90;35;0.64;0;;;;0.36;14;0.0km;240.9km;0.03;1;0.10;4;25%;7%;0,36;14;6;0.45;0.18;7;0.18;1.54
71104592;Denys Popov;D (C);27;190 cm;84 kg;Inj;Dynamo Kyiv;VBet Liha;UKR;;;;Scouting Required;€53,500 p/m;€650K - €6.4M;;Right;4;1,32;28;2;0;;0;;;;0;2285;0.04;;1;40;24;0,05;-0,32;0,01;0,16;;;6,8;0.00;3;69;28 (1);1.73;44;45;98%;0.71;11%;0.08;2;0.12;0.35;9;18;;;;;1,65;42;0,28;7;0,95;24;4,41;1,1;28,63;727;35,37;898;81%;0,08;2;0.00;0;0.12;3;0%;0;0;0,12;3;0.08;2;0,28;0.67;17;2,21;83%;2.25;57;0.47;0;;;;;0;0.0km;109.4km;0.00;0;0.12;3;;6%;0,39;10;0;;0.24;6;0.12;2.72
2000012061;Nazar Voloshyn;M (R), AM (RL);22;175 cm;67 kg;Wnt;Dynamo Kyiv;VBet Liha;UKR;;;;Scouting Required;€20,500 p/m;€5M - €10M;;Right;2;5,18;37;0;0;;0;;;;0;3072;0.09;;3;49;46;0,15;-2,18;0,11;3,89;;;6,91;0.00;3;65;37 (2);1.38;47;61;77%;1.35;43%;0.59;20;0.21;0.00;0;46;;;;;0,88;30;1,05;36;5,21;178;1,44;9,58;19,16;654;25,08;856;76%;0,47;16;0.21;7;1.52;52;26%;6;0;0,03;1;0.47;16;0,0;0.85;29;5,54;17%;0.32;11;1.58;0;;;;1.46;50;0.0km;168.0km;0.23;8;1.96;67;13%;7%;0,29;10;6;0.32;0.12;4;0.09;1.90
71087925;Vladyslav Dubinchak;D/WB (L);27;173 cm;65 kg;;Dynamo Kyiv;VBet Liha;UKR;;;;Scouting Required;€45,000 p/m;€2.1M - €4.6M;;Left;2;1,38;38;0;0;;0;;;;0;3420;0.03;;1;34;50;0,04;-0,38;0,06;2,37;;;6,83;0.00;1;83;38;2.39;91;108;84%;0.29;18%;0.05;2;0.03;0.24;9;11;;;;;2,5;95;1,47;56;4,53;172;4,58;8,08;27,39;1041;32,87;1249;83%;0,58;22;0.21;8;1.24;47;28%;1;0;0,21;8;0.58;22;0,13;1.34;51;8,13;67%;1.47;56;0.71;0;;;;0.66;25;0.0km;247.1km;0.21;8;1.24;47;17%;9%;0,74;28;0;;0.37;14;0.03;2.18
71023439;Oleksandr Karavaiev;D (RL), WB/M/AM (R);34;175 cm;71 kg;;Dynamo Kyiv;VBet Liha;UKR;;;;Scouting Required;€27,500 p/m;€2.5K - €24K;;Right;0;5,56;22;0;1;;0;;;;0;2108;0.13;;3;20;18;0,24;-2,56;0,1;2,36;;;6,74;0.00;1;46;22 (5);2.22;52;63;83%;1.62;42%;0.68;16;0.21;0.04;1;38;;;;;0,85;20;1,71;40;5,34;125;1,88;8,03;20,19;473;25,57;599;79%;0,34;8;0.00;0;1.07;25;7%;2;0;0,0;0;0.34;8;0,0;0.90;21;6,19;43%;0.85;20;1.11;0;;;;1.02;24;0.0km;120.1km;0.09;2;1.62;38;;8%;0,3;7;2;0.28;0.04;1;0.04;1.96
71016685;Roman Bezus;M/AM (C);35;185 cm;77 kg;;Dynamo Kyiv;VBet Liha;UKR;;;;Scouting Required;€23,000 p/m;€140K - €450K;;Right;0;2,4;19;0;0;;0;;;;0;1755;0.05;;1;18;23;0,12;-1,4;0,16;3,13;;;6,74;0.00;1;29;19 (7);0.92;18;23;78%;1.90;38%;0.72;14;0.21;0.10;2;37;;;;;1,08;21;0,51;10;2,67;52;1,95;3,08;22,56;440;28,97;565;78%;0,26;5;0.05;1;0.21;4;31%;0;0;0,0;0;0.26;5;0,1;0.41;8;3,03;48%;0.72;14;0.77;0;;;;0.26;5;0.0km;66.6km;0.21;4;0.72;14;25%;3%;0,21;4;0;;;0;0.05;1.49
71085857;Oleksandr Tymchyk;D/WB (R);29;180 cm;67 kg;;Dynamo Kyiv;VBet Liha;UKR;;;;Scouting Required;€47,500 p/m;€2.7M - €5.8M;;Right;6;2,73;36;0;0;;0;;;;0;3261;0.03;;1;58;31;0,08;-1,73;0,14;5,12;;;6,83;0.00;1;98;36 (1);2.10;76;83;92%;0.83;23%;0.19;7;0.11;0.58;21;30;;;;;2,43;88;0,97;35;4,2;152;5,49;6,82;25,64;929;32,95;1194;78%;0,22;8;0.08;3;0.97;35;20%;0;0;0,03;1;0.22;8;0,36;0.97;35;8,14;55%;1.49;54;1.21;0;;;;0.86;31;0.0km;225.2km;0.08;3;0.97;35;8%;3%;0,44;16;3;0.25;0.28;10;0.03;2.70
